Release Year,Distributor,Genre, Domestic Sales (in $) , International Sales (in $) , World Sales (in $) 
1996,Warner Bros.,"['Action', 'Crime', 'Thriller']",101295562,141000000,242295562
2016,Warner Bros.,"['Biography', 'Drama']",125070033,115727590,240797623
2006,Revolution Studios,"['Comedy', 'Drama', 'Fantasy', 'Romance']",137355633,103329693,240685326
1990,Twentieth Century Fox,"['Action', 'Thriller']",117540947,122490327,240031274
2013,Walt Disney Studios Motion Pictures,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",90288712,148970000,239258712
2018,Warner Bros.,"['Comedy', 'Drama', 'Romance']",174532921,64006277,238539198
1997,Warner Bros.,"['Action', 'Sci-Fi']",107353792,130881927,238235719
2019,Focus Features,"['Drama', 'Romance']",96854135,96941361,237860050
2000,Walt Disney Studios Motion Pictures,"['Action', 'Crime', 'Thriller']",101648571,135553728,237202299
2012,The Weinstein Company,"['Comedy', 'Drama', 'Romance']",132092958,104319495,236412453
2003,Universal Pictures,"['Action', 'Crime', 'Thriller']",127154901,109195760,236350661
2016,Twentieth Century Fox,"['Biography', 'Drama', 'History']",169607287,66349611,235956898
2015,Twentieth Century Fox,"['Action', 'Comedy']",110825712,124840507,235666219
1999,Universal Pictures,['Comedy'],102561004,132922000,235483004
1999,Sony Pictures Entertainment (SPE),"['Comedy', 'Drama']",163479795,71322100,234801895
2003,Universal Pictures,['Comedy'],104565114,128157821,232722935
2011,Sony Pictures Entertainment (SPE),"['Crime', 'Drama', 'Mystery', 'Thriller']",102515793,130101637,232617430
2007,Fox Searchlight Pictures,"['Comedy', 'Drama']",143495265,88877416,232372681
2012,Warner Bros.,"['Biography', 'Drama', 'Thriller']",136025503,96300000,232325503
2008,Warner Bros.,"['Action', 'Adventure', 'Comedy']",130319208,100366245,230685453
1996,Twentieth Century Fox,"['Action', 'Comedy', 'Crime']",159582188,70348583,229930771
2016,Sony Pictures Entertainment (SPE),"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",128350574,100796935,229147509
2007,Sony Pictures Entertainment (SPE),"['Action', 'Fantasy', 'Thriller']",115802596,112935797,228738393
1993,TriStar Pictures,"['Comedy', 'Drama', 'Romance']",126808165,101119000,227927165
2011,Sony Pictures Entertainment (SPE),"['Action', 'Comedy', 'Crime']",98780042,129037206,227817248
2017,TriStar Pictures,"['Action', 'Crime', 'Drama', 'Music', 'Thriller']",107825862,119119225,226945087
2011,Relativity Media,"['Action', 'Drama', 'Fantasy', 'Romance']",83504017,143400000,226904017
2008,Twentieth Century Fox,"['Action', 'Crime', 'Thriller']",145000989,81836771,226837760
2010,Twentieth Century Fox,"['Adventure', 'Family', 'Fantasy']",88768303,137728906,226497209
2019,Twentieth Century Fox,"['Action', 'Biography', 'Drama', 'Sport']",117624357,107883853,225508210
2010,Sony Pictures Entertainment (SPE),"['Biography', 'Drama']",96962694,127957681,224920375
2000,DreamWorks Distribution,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",106834564,118000000,224834564
1997,Walt Disney Studios Motion Pictures,"['Action', 'Crime', 'Thriller']",101117573,122894661,224012234
2003,New Line Cinema,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",176630408,47223328,223853736
1994,Warner Bros.,"['Drama', 'Fantasy', 'Horror']",105264608,118400000,223664608
2008,Warner Bros.,"['Comedy', 'Romance']",97690976,125550661,223241637
2014,Universal Pictures,"['Action', 'Mystery', 'Thriller']",92168600,130641000,222809600
2004,Lionsgate,"['Documentary', 'Drama', 'War']",119194771,103252111,222446882
1999,Warner Bros.,"['Action', 'Comedy', 'Sci-Fi', 'Western']",113804681,108300000,222104681
2003,Dimension Films,['Comedy'],110003217,110670000,220673217
2004,DreamWorks Distribution,"['Action', 'Crime', 'Drama', 'Thriller']",101005703,119234222,220239925
2007,Universal Pictures,"['Comedy', 'Romance']",148768917,71153500,219922417
2011,Warner Bros.,"['Action', 'Adventure', 'Sci-Fi']",116601172,103250000,219851172
2009,Universal Pictures,"['Comedy', 'Drama', 'Romance']",112735375,106368280,219103655
2013,Sony Pictures Entertainment (SPE),"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']",107100855,111690956,218791811
1998,DreamWorks Distribution,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",101413188,117200000,218613188
2017,Sony Pictures Entertainment (SPE),"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",86089513,131687133,217776646
2016,Warner Bros.,"['Action', 'Comedy', 'Crime']",127440871,89531672,216972543
2004,Warner Bros.,"['Drama', 'Sport']",100492203,116271443,216763646
2011,Walt Disney Studios Motion Pictures,['Drama'],169708112,46931000,216639112
1988,Universal Pictures,"['Comedy', 'Crime']",111938388,104676000,216614388
2019,Sony Pictures Entertainment (SPE),"['Drama', 'Romance']",108101214,108500000,216601214
2010,Warner Bros.,"['Comedy', 'Romance']",110485654,106000000,216485654
2011,Sony Pictures Entertainment (SPE),"['Comedy', 'Romance']",100292856,115904636,216197492
1994,Paramount Pictures,"['Action', 'Crime', 'Drama', 'Thriller']",122187717,93700000,215887717
2015,Universal Pictures,['Comedy'],81476385,134387221,215863606
1992,Columbia Pictures,"['Drama', 'Fantasy', 'Horror', 'Romance']",82522790,133339902,215862692
2000,Sony Pictures Entertainment (SPE),"['Action', 'Drama', 'History', 'War']",113330342,101964000,215294342
2011,Sony Pictures Entertainment (SPE),"['Comedy', 'Romance']",103028109,111917482,214945591
2018,Metro-Goldwyn-Mayer (MGM),"['Drama', 'Sport']",115715889,98500000,214215889
2009,Universal Pictures,"['Action', 'Biography', 'Crime', 'Drama', 'History']",97104620,117000000,214104620
2002,Universal Pictures,"['Action', 'Mystery', 'Thriller']",121661683,92372541,214034224
1994,Warner Bros.,"['Drama', 'Thriller']",83015089,131000000,214015089
1994,Miramax,"['Crime', 'Drama']",107928762,106000000,213928762
2004,Miramax,"['Biography', 'Drama']",102610330,111109612,213719942
2000,Sony Pictures Classics,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",128078872,85446864,213525736
2014,Walt Disney Studios Motion Pictures,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']",128002372,84900000,212902372
2008,Walt Disney Studios Motion Pictures,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sci-Fi']",110101975,102772889,212874864
2000,Warner Bros.,"['Action', 'Comedy', 'Crime', 'Romance']",106807667,105935053,212742720
1999,Twentieth Century Fox,"['Action', 'Crime', 'Romance', 'Thriller']",87704396,124700000,212404396
2014,Sony Pictures Entertainment (SPE),"['Action', 'Drama', 'War']",85817906,126004791,211822697
2011,Sony Pictures Entertainment (SPE),"['Action', 'Sci-Fi']",83552429,128266925,211819354
2010,Warner Bros.,"['Comedy', 'Drama']",100539043,111241781,211780824
2003,Twentieth Century Fox,"['Action', 'Adventure', 'Drama', 'War']",93927920,117694615,211622535
2004,Paramount Pictures,"['Adventure', 'Comedy', 'Family', 'Fantasy']",118634549,92833686,211468235
2009,TriStar Pictures,"['Action', 'Sci-Fi', 'Thriller']",115646235,95242715,210888950
2001,Miramax,"['Horror', 'Mystery', 'Thriller']",96522687,113424350,209947037
2011,Warner Bros.,"['Comedy', 'Crime']",117538559,92300000,209838559
2002,Universal Pictures,"['Crime', 'Drama', 'Thriller']",93149898,116046400,209196298
2015,Walt Disney Studios Motion Pictures,"['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']",93436322,115599346,209035668
2012,Universal Pictures,"['Action', 'Thriller']",126373434,81702771,208076205
2003,Sony Pictures Entertainment (SPE),"['Action', 'Adventure', 'Crime', 'Thriller']",116934650,90790989,207725639
2001,Universal Pictures,"['Action', 'Crime', 'Thriller']",144533925,62771584,207305509
2011,Paramount Pictures,"['Horror', 'Mystery']",104028807,103011037,207039844
1999,Paramount Pictures,"['Fantasy', 'Horror', 'Mystery']",101071502,105000000,206071502
2006,Universal Pictures,"['Comedy', 'Drama', 'Romance']",118703275,86964935,205668210
2005,Sony Pictures Entertainment (SPE),"['Comedy', 'Crime']",110332737,94349162,204681899
2010,Sony Pictures Entertainment (SPE),"['Biography', 'Drama', 'Romance']",80574010,124020006,204594016
2008,Sony Pictures Entertainment (SPE),['Comedy'],100018837,104294563,204313400
2019,United Artists Releasing,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",100723831,103060014,203783845
2010,Warner Bros.,"['Adventure', 'Animation', 'Comedy', 'Family']",100246011,103263363,203509374
2001,Paramount Pictures,"['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",100618344,102769997,203388341
2016,Paramount Pictures,"['Drama', 'Sci-Fi']",100546139,102842047,203388186
1998,Universal Pictures,"['Biography', 'Comedy', 'Drama', 'Romance']",135026902,67266000,202292902
1990,New Line Cinema,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",135265915,66700000,201965915
1990,Universal Pictures,"['Action', 'Comedy', 'Crime']",91457688,110500000,201957688
2020,Warner Bros.,"['Action', 'Adventure', 'Comedy', 'Crime']",84158461,117700000,201858461
2015,Universal Pictures,"['Biography', 'Drama', 'History', 'Music']",161197785,40437206,201634991
2012,Sony Pictures Entertainment (SPE),"['Action', 'Comedy', 'Crime']",138447667,63137661,201585328
2008,United Artists,"['Drama', 'History', 'Thriller', 'War']",83077833,118467684,201545517
2006,Sony Pictures Entertainment (SPE),"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",85105259,115706430,200811689
2001,Warner Bros.,"['Action', 'Comedy', 'Family', 'Fantasy']",93385515,107301977,200687492
1990,Paramount Pictures,"['Action', 'Adventure', 'Thriller']",122012643,78500000,200512643
2002,Warner Bros.,"['Comedy', 'Romance']",93354851,105688620,199043471
2010,Summit Entertainment,"['Action', 'Comedy', 'Crime', 'Thriller']",90380162,108626225,199006387
2005,Walt Disney Studios Motion Pictures,"['Action', 'Comedy', 'Drama', 'Family']",113086868,85550000,198636868
2004,Sony Pictures Entertainment (SPE),"['Comedy', 'Drama', 'Romance']",120908074,77612860,198520934
2018,Walt Disney Studios Motion Pictures,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",99215042,98529335,197744377
2003,Dimension Films,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",111761982,85339696,197101678
2002,Sony Pictures Entertainment (SPE),"['Crime', 'Drama', 'Thriller']",96397334,100682212,197079546
2014,Twentieth Century Fox,"['Comedy', 'Romance']",83911193,112799203,196710396
2007,Paramount Pictures,"['Action', 'Adventure', 'Animation', 'Fantasy']",82280579,114113166,196393745
2012,Screen Gems,"['Drama', 'Romance']",125014030,71100540,196114570
2003,Revolution Studios,['Comedy'],135645823,60100000,195745823
2008,DreamWorks,"['Action', 'Comedy', 'War']",110515313,85187650,195702963
2019,Paramount Pictures,"['Biography', 'Drama', 'Musical']",96368160,98952240,195320400
2002,Paramount Pictures,"['Action', 'Drama', 'Thriller', 'War']",118907036,75014336,193921372
2009,Paramount Pictures,"['Horror', 'Mystery']",107918810,85436990,193355800
2014,Sony Pictures Entertainment (SPE),"['Action', 'Crime', 'Thriller']",101530738,90800000,192330738
2019,Warner Bros.,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",105806508,86500000,192306508
1991,Paramount Pictures,"['Comedy', 'Fantasy']",113502426,78000000,191502426
2005,Paramount Pictures,"['Comedy', 'Crime', 'Sport']",158119460,33347096,191466556
1994,Walt Disney Studios Motion Pictures,"['Comedy', 'Drama', 'Family', 'Fantasy']",145539357,45000000,190539357
2003,Twentieth Century Fox,"['Comedy', 'Family']",138614544,51924086,190538630
2018,Sony Pictures Entertainment (SPE),"['Action', 'Crime', 'Thriller']",102084362,88315795,190400157
2004,Sony Pictures Entertainment (SPE),"['Horror', 'Mystery', 'Thriller']",110359362,76921753,187281115
2007,Universal Pictures,"['Comedy', 'Romance']",120059556,67074561,187134117
2005,Twentieth Century Fox,"['Biography', 'Drama', 'Music', 'Romance']",119519402,67278584,186797986
2001,Walt Disney Studios Motion Pictures,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']",84056472,101997253,186053725
2006,Universal Pictures,"['Crime', 'Drama', 'Mystery', 'Thriller']",88513495,97490096,186003591
1998,Walt Disney Studios Motion Pictures,"['Comedy', 'Sport']",161491646,24500000,185991646
2017,Universal Pictures,"['Comedy', 'Music']",104897530,80502815,185400345
2009,Warner Bros.,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",107509799,77873014,185382813
2011,Universal Pictures,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",108085305,75868840,183954145
2016,STX Entertainment,['Comedy'],113257297,70678777,183936074
2009,Sony Pictures Entertainment (SPE),"['Action', 'Comedy', 'Crime', 'Family']",146336178,37012251,183348429
1992,Paramount Pictures,"['Comedy', 'Music']",121697323,61400000,183097323
1995,Walt Disney Studios Motion Pictures,"['Comedy', 'Drama', 'Romance']",81057016,101000000,182057016
2002,DreamWorks Distribution,"['Crime', 'Drama', 'Thriller']",104454762,76546716,181001478
2002,Universal Pictures,"['Action', 'Adventure', 'Fantasy']",91047077,89583830,180630907
2002,Walt Disney Studios Motion Pictures,"['Comedy', 'Romance']",127223418,53399006,180622424
2017,Paramount Pictures,['Comedy'],104029443,76584381,180613824
2017,Twentieth Century Fox,['Drama'],81903458,98515818,180419276
2003,Twentieth Century Fox,"['Action', 'Crime']",102543518,76636200,179179718
1991,Columbia Pictures,"['Comedy', 'Western']",124033791,55000000,179033791
2008,DreamWorks,"['Action', 'Mystery', 'Thriller']",101440743,77326640,178767383
2004,Universal Pictures,"['Comedy', 'Romance']",88097164,90214565,178311729
2006,Dimension Films,['Comedy'],90710620,87552000,178262620
2005,Focus Features,"['Drama', 'Romance']",83043761,95018998,178062759
1992,Paramount Pictures,"['Action', 'Thriller']",83351587,94700000,178051587
1999,Paramount Pictures,"['Crime', 'Drama', 'Mystery', 'Thriller']",116741558,61100000,177841558
2010,Paramount Pictures,"['Horror', 'Mystery']",84752907,92759125,177512032
2005,Universal Pictures,"['Comedy', 'Romance']",109449237,67929408,177378645
2013,The Weinstein Company,"['Biography', 'Drama']",116632095,60681700,177313795
1999,DreamWorks Distribution,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",91411151,85900000,177311151
1982,Columbia Pictures,"['Comedy', 'Drama', 'Romance']",177200000,177200000,177200000
1993,Columbia Pictures,"['Action', 'Crime', 'Drama', 'Thriller']",102314823,74682345,176997168
1999,Warner Bros.,"['Comedy', 'Crime']",106885658,70000000,176885658
2001,Twentieth Century Fox,"['Comedy', 'Family', 'Fantasy']",112952899,63151445,176104344
2003,Paramount Pictures,"['Action', 'Crime', 'Thriller']",106128601,69941570,176070171
2007,Warner Bros.,"['Adventure', 'Comedy', 'Drama']",93466502,81906000,175372502
1991,Twentieth Century Fox,"['Drama', 'Thriller']",101599005,73400000,174999005
2011,Universal Pictures,"['Action', 'Sci-Fi', 'Thriller', 'Western']",100240551,74581774,174822325
2018,Warner Bros.,"['Crime', 'Drama', 'Thriller']",103804407,71000000,174804407
1997,Walt Disney Studios Motion Pictures,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']",105263257,69200000,174463257
2007,Universal Pictures,"['Comedy', 'Family', 'Fantasy']",100462298,73978426,174440724
2013,Universal Pictures,"['Comedy', 'Crime', 'Drama']",134506920,39458090,173965010
2000,Twentieth Century Fox,"['Action', 'Comedy', 'Crime']",117559438,56400000,173959438
2013,Paramount Pictures,['Comedy'],127352707,46297224,173649931
2015,Warner Bros.,"['Action', 'Drama', 'Sport']",109767581,63800000,173567581
1996,Dimension Films,"['Horror', 'Mystery']",103046663,70000000,173046663
2003,Miramax,"['Adventure', 'Drama', 'History', 'Romance', 'War']",95636509,77377000,173013509
2001,Revolution Studios,"['Action', 'Drama', 'History', 'War']",108638745,64350906,172989651
2002,Walt Disney Studios Motion Pictures,"['Comedy', 'Family', 'Fantasy']",139236327,33618738,172855065
1997,Dimension Films,"['Horror', 'Mystery']",101363301,71000000,172363301
2009,Universal Pictures,['Comedy'],109204945,62639895,171844840
1998,DreamWorks Distribution,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",90757863,81000000,171757863
2010,Paramount Pictures,"['Action', 'Comedy', 'Documentary']",117229692,54456100,171685792
2002,Sony Pictures Entertainment (SPE),"['Comedy', 'Romance']",126293452,44976083,171269535
1997,Warner Bros.,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",100920329,70200000,171120329
2007,Sony Pictures Entertainment (SPE),['Comedy'],121463226,49349300,170812526
2010,Sony Pictures Entertainment (SPE),"['Action', 'Comedy', 'Crime']",119219978,51238944,170458922
2013,FilmDistrict,"['Action', 'Thriller']",98925640,71344561,170270201
2004,Warner Bros.,"['Comedy', 'Crime']",88237754,82030996,170268750
2011,Sony Pictures Entertainment (SPE),"['Comedy', 'Family', 'Fantasy', 'Romance']",80360843,89491916,169852759
2014,Universal Pictures,['Comedy'],86208010,83629000,169837010
2000,Walt Disney Studios Motion Pictures,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",89636687,80025000,169661687
2004,Twentieth Century Fox,"['Comedy', 'Sport']",114326736,54096491,168423227
2010,Twentieth Century Fox,"['Action', 'Thriller']",81562942,86242524,167805466
1987,Walt Disney Studios Motion Pictures,"['Comedy', 'Drama', 'Family']",167780960,167780960,167780960
2012,Warner Bros.,"['Comedy', 'Drama']",113721571,54018390,167739961
2009,Paramount Pictures,"['Comedy', 'Drama', 'Romance']",83823381,83019358,166842739
2000,Universal Pictures,"['Comedy', 'Romance', 'Sci-Fi']",123309890,43030000,166339890
2001,Walt Disney Studios Motion Pictures,"['Comedy', 'Family', 'Romance']",108248956,57086197,165335153
2011,Walt Disney Studios Motion Pictures,"['Adventure', 'Comedy', 'Family', 'Musical']",88631237,76553000,165184237
2003,Walt Disney Studios Motion Pictures,['Comedy'],132716677,32013002,164729679
2003,Revolution Studios,"['Comedy', 'Family']",104297061,60136806,164433867
2006,Sony Pictures Entertainment (SPE),"['Adventure', 'Comedy', 'Crime', 'Mystery']",82226474,81889423,164115897
2008,Warner Bros.,"['Comedy', 'Drama', 'Romance']",120146040,43966681,164112721
1999,Warner Bros.,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']",85744662,77900000,163644662
2006,Sony Pictures Entertainment (SPE),"['Comedy', 'Sport']",148213377,15148718,163362095
1990,Walt Disney Studios Motion Pictures,"['Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']",103738726,59000000,162738726
2016,Sony Pictures Entertainment (SPE),"['Action', 'Adventure', 'Western']",93432655,68927981,162360636
2013,FilmDistrict,"['Horror', 'Mystery', 'Thriller']",83586447,78332871,161919318
2000,Dimension Films,"['Horror', 'Mystery']",89143175,72691101,161834276
2012,Paramount Pictures,"['Drama', 'Thriller']",93772375,68000000,161772375
1999,Paramount Pictures,"['Action', 'Crime', 'Drama', 'Thriller']",81526121,80100000,161626121
2014,Universal Pictures,"['Action', 'Biography', 'Drama', 'Sport', 'War']",115637895,45821402,161459297
2003,Walt Disney Studios Motion Pictures,"['Comedy', 'Family', 'Fantasy', 'Music', 'Romance']",110230332,50616000,160846332
2007,DreamWorks,"['Comedy', 'Romance']",95673607,64140883,159814490
2008,Sony Pictures Entertainment (SPE),"['Crime', 'Drama', 'History', 'Thriller']",81159365,78649005,159808370
1998,Sony Pictures Entertainment (SPE),"['Comedy', 'Drama']",91137662,68573131,159710793
2016,Screen Gems,"['Crime', 'Horror', 'Thriller']",89217875,68543127,157761002
2019,STX Entertainment,"['Comedy', 'Crime', 'Drama']",104963598,52600000,157563598
2010,Warner Bros.,"['Action', 'Adventure', 'Drama', 'Thriller']",94835059,62272696,157107755
2003,Warner Bros.,"['Crime', 'Drama', 'Mystery', 'Thriller']",90135191,66460000,156595191
2005,New Line Cinema,"['Comedy', 'Romance']",82931301,72526026,155457327
2016,Warner Bros.,"['Action', 'Thriller']",86260045,68900000,155160045
2002,New Line Cinema,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",82348319,72661713,155010032
2002,Revolution Studios,"['Comedy', 'Drama', 'Romance']",94011225,60895468,154906693
2013,Universal Pictures,"['Action', 'Biography', 'Drama', 'War']",125095601,29707311,154802912
2014,Universal Pictures,"['Action', 'Comedy', 'Crime']",134938200,19530702,154468902
2010,Warner Bros.,"['Crime', 'Drama', 'Thriller']",92186262,61839874,154026136
2010,Twentieth Century Fox,"['Comedy', 'Crime', 'Romance', 'Thriller']",98711404,53552476,152263880
2013,Paramount Pictures,['Comedy'],102003019,49823528,151826547
1999,Paramount Pictures,"['Crime', 'Drama', 'Mystery', 'Thriller']",102705852,47000000,149705852
2000,Twentieth Century Fox,['Comedy'],90570999,58700000,149270999
2006,Paramount Pictures,"['Adventure', 'Comedy', 'Family', 'Fantasy']",82985708,65978114,148963822
2003,Universal Pictures,"['Drama', 'History', 'Sport']",120277854,28058591,148336445
2001,Miramax,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",112719001,35215179,147934180
2005,Lionsgate,"['Horror', 'Mystery']",87039965,60708540,147748505
2007,DreamWorks,"['Comedy', 'Sport']",118594548,27115799,145710347
2011,Warner Bros.,"['Comedy', 'Drama', 'Romance']",84351197,60700000,145051197
2017,Lionsgate,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",85364450,56972790,142337240
2001,Metro-Goldwyn-Mayer (MGM),"['Comedy', 'Romance']",96520674,45254005,141774679
1988,Twentieth Century Fox,"['Action', 'Thriller']",83844093,57759104,141603197
2004,Paramount Pictures,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",85417988,55649139,141067127
1998,Paramount Pictures,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Musical']",100494675,40400000,140894675
2015,Universal Pictures,"['Comedy', 'Drama', 'Romance']",110212700,30583093,140795793
2016,Sony Pictures Entertainment (SPE),"['Adventure', 'Animation', 'Comedy', 'Fantasy']",97685686,43019636,140705322
2017,Universal Pictures,"['Adventure', 'Comedy', 'Drama']",115171585,25380774,140552359
1986,Orion Pictures,"['Drama', 'War']",138530565,15067,138545632
2001,Revolution Studios,"['Comedy', 'Romance']",93607673,44700000,138307673
2014,Twentieth Century Fox,"['Action', 'Comedy', 'Crime']",82390774,55834177,138224951
2014,Sony Pictures Entertainment (SPE),"['Comedy', 'Drama', 'Family', 'Musical']",85911262,50942244,136853506
2000,Walt Disney Studios Motion Pictures,"['Biography', 'Drama', 'Sport']",115719751,21051932,136771683
2004,Walt Disney Studios Motion Pictures,"['Comedy', 'Family', 'Romance']",95170481,39564000,134734481
1999,Walt Disney Studios Motion Pictures,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Sci-Fi']",97403112,37000000,134403112
2003,Universal Pictures,"['Adventure', 'Comedy', 'Family', 'Fantasy']",101149285,32811256,133960541
2012,Sony Pictures Entertainment (SPE),"['Drama', 'History', 'Thriller', 'War']",95720716,37100000,132820716
1992,Sony Pictures Entertainment (SPE),"['Comedy', 'Drama', 'Sport']",107533928,24906141,132440069
2021,Universal Pictures,"['Horror', 'Thriller']",92002155,39645000,131647155
2003,Paramount Pictures,"['Comedy', 'Music']",81261177,49834813,131095990
2006,Paramount Pictures,"['Comedy', 'Romance']",88715192,41508966,130224158
2004,Paramount Pictures,['Comedy'],86058055,44068222,130126277
2009,Sony Pictures Entertainment (SPE),"['Biography', 'Drama', 'Romance']",94125426,35415096,129540522
2009,Paramount Pictures,"['Action', 'Biography', 'Drama', 'Sport']",93617009,35573860,129190869
2000,Warner Bros.,"['Action', 'Adventure', 'Thriller']",90464773,38419359,128884132
1999,Paramount Pictures,"['Crime', 'Drama', 'Thriller']",81298265,47501244,128799509
2008,Sony Pictures Entertainment (SPE),['Comedy'],100468793,27639418,128108211
2013,Sony Pictures Entertainment (SPE),['Comedy'],101470202,24571120,126041322
2019,STX Entertainment,"['Comedy', 'Drama']",108252517,17603663,125856180
2003,Metro-Goldwyn-Mayer (MGM),['Comedy'],90186328,34728514,124914842
2015,Universal Pictures,"['Action', 'Comedy', 'Crime']",91221830,33386608,124608438
2006,Walt Disney Studios Motion Pictures,"['Adventure', 'Drama', 'Family']",81612565,38843429,120455994
2002,Dimension Films,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",85846429,33876929,119723358
2013,Walt Disney Studios Motion Pictures,"['Biography', 'Comedy', 'Drama']",83301580,34566404,117867984
2004,New Line Cinema,"['Drama', 'Romance']",81001787,36813370,117815157
2003,New Line Cinema,"['Action', 'Horror']",82622655,34009973,116632628
2002,Walt Disney Studios Motion Pictures,"['Adventure', 'Comedy', 'Family', 'Sport']",81172560,33862530,115035090
2015,Warner Bros.,"['Comedy', 'Crime']",90411453,21300000,111711453
2019,Universal Pictures,"['Adventure', 'Comedy']",83140306,27896926,111037232
1983,Paramount Pictures,"['Comedy', 'Drama']",108423489,260,108423749
1981,Warner Bros.,"['Action', 'Adventure', 'Sci-Fi']",108185706,108185706,108185706
2003,New Line Cinema,"['Crime', 'Horror']",80571655,26792250,107363905
1979,Twentieth Century Fox,"['Horror', 'Sci-Fi']",81900459,24385063,106285522
2015,Universal Pictures,['Comedy'],87044645,17966408,105011053
2001,Paramount Pictures,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",80936232,22056304,102992536
2014,TriStar Pictures,"['Biography', 'Drama', 'Family']",91443253,10539459,101982712
2008,Sony Pictures Entertainment (SPE),"['Action', 'Comedy', 'Crime']",87341380,14283463,101624843
2014,Warner Bros.,"['Comedy', 'Romance']",84525432,15850000,100375432
2005,Revolution Studios,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",82674398,15244265,97918663
2013,Warner Bros.,"['Biography', 'Drama', 'Sport']",95020213,2450488,97470701
2012,Screen Gems,"['Comedy', 'Romance']",91547205,4523302,96070507
2004,DreamWorks Distribution,['Comedy'],85288303,5421064,90709367
1991,Paramount Pictures,"['Comedy', 'Crime']",86930411,86930411,86930411
2018,Roadside Attractions,"['Biography', 'Drama', 'Family', 'Music']",83482352,2604529,86086881
1979,Paramount Pictures,"['Adventure', 'Mystery', 'Sci-Fi']",82604699,82604699,82604699
